date,state,positiveIncrease,totalTestResultsIncrease,dailyPositiveRate,population,percentOver18,percentUrban,statewideMaskMandate
2020-06-01,AK,33,2495,0.013226452905811623,731545,75.4,66.0,0
2020-06-02,AK,20,2013,0.009935419771485344,731545,75.4,66.0,0
2020-06-03,AK,18,1979,0.009095502779181405,731545,75.4,66.0,0
2020-06-04,AK,8,1915,0.004177545691906005,731545,75.4,66.0,0
2020-06-05,AK,11,893,0.012318029115341543,731545,75.4,66.0,0
2020-06-06,AK,12,2911,0.004122294744074201,731545,75.4,66.0,0
2020-06-07,AK,8,1003,0.007976071784646061,731545,75.4,66.0,0
2020-06-08,AK,19,1008,0.018849206349206348,731545,75.4,66.0,0
2020-06-09,AK,10,978,0.010224948875255624,731545,75.4,66.0,0
2020-06-10,AK,20,830,0.024096385542168683,731545,75.4,66.0,0
2020-06-11,AK,18,1291,0.0139426800929512,731545,75.4,66.0,0
2020-06-12,AK,14,1869,0.00749063670411985,731545,75.4,66.0,0
2020-06-13,AK,29,923,0.0314192849404117,731545,75.4,66.0,0
2020-06-14,AK,7,1664,0.004206730769230769,731545,75.4,66.0,0
2020-06-15,AK,3,970,0.003092783505154639,731545,75.4,66.0,0
2020-06-16,AK,12,1778,0.006749156355455568,731545,75.4,66.0,0
2020-06-17,AK,20,1494,0.013386880856760376,731545,75.4,66.0,0
2020-06-18,AK,12,3476,0.003452243958573073,731545,75.4,66.0,0
2020-06-19,AK,14,2446,0.005723630417007361,731545,75.4,66.0,0
2020-06-20,AK,21,3287,0.006388804380894433,731545,75.4,66.0,0
2020-06-21,AK,12,1133,0.01059135039717564,731545,75.4,66.0,0
2020-06-22,AK,6,2773,0.002163721601153985,731545,75.4,66.0,0
2020-06-23,AK,17,2123,0.008007536504945829,731545,75.4,66.0,0
2020-06-24,AK,14,3149,0.004445855827246745,731545,75.4,66.0,0
2020-06-25,AK,24,3356,0.007151370679380214,731545,75.4,66.0,0
2020-06-26,AK,20,2340,0.008547008547008548,731545,75.4,66.0,0
2020-06-27,AK,18,3789,0.004750593824228029,731545,75.4,66.0,0
2020-06-28,AK,29,2719,0.010665685913938948,731545,75.4,66.0,0
2020-06-29,AK,21,409,0.05134474327628362,731545,75.4,66.0,0
2020-06-30,AK,36,3476,0.010356731875719215,731545,75.4,66.0,0
2020-07-01,AK,38,2215,0.017155756207674944,731545,75.4,66.0,0
2020-07-02,AK,39,1509,0.02584493041749503,731545,75.4,66.0,0
2020-07-03,AK,46,4299,0.010700162828564782,731545,75.4,66.0,0
2020-07-04,AK,48,2524,0.01901743264659271,731545,75.4,66.0,0
2020-07-05,AK,27,1021,0.026444662095984332,731545,75.4,66.0,0
2020-07-07,AK,46,7667,0.0059997391417764435,731545,75.4,66.0,0
2020-07-08,AK,42,1981,0.02120141342756184,731545,75.4,66.0,0
2020-07-09,AK,46,2343,0.019632949210413995,731545,75.4,66.0,0
2020-07-10,AK,51,6187,0.008243090350735413,731545,75.4,66.0,0
2020-07-11,AK,62,1445,0.04290657439446367,731545,75.4,66.0,0
2020-07-12,AK,94,2099,0.04478323010957599,731545,75.4,66.0,0
2020-07-13,AK,60,1115,0.05381165919282512,731545,75.4,66.0,0
2020-07-14,AK,40,2883,0.01387443635102324,731545,75.4,66.0,0
2020-07-15,AK,52,6620,0.00785498489425982,731545,75.4,66.0,0
2020-07-16,AK,401,6929,0.05787270890460384,731545,75.4,66.0,0
2020-07-17,AK,49,2392,0.02048494983277592,731545,75.4,66.0,0
2020-07-18,AK,78,2949,0.026449643947100712,731545,75.4,66.0,0
2020-07-19,AK,118,4647,0.02539272649020874,731545,75.4,66.0,0
2020-07-20,AK,137,2576,0.0531832298136646,731545,75.4,66.0,0
2020-07-21,AK,111,3040,0.03651315789473685,731545,75.4,66.0,0
2020-07-22,AK,94,6707,0.014015207991650515,731545,75.4,66.0,0
2020-07-23,AK,65,4176,0.01556513409961686,731545,75.4,66.0,0
2020-07-24,AK,64,11063,0.005785049263310133,731545,75.4,66.0,0
2020-07-25,AK,120,4494,0.0267022696929239,731545,75.4,66.0,0
2020-07-26,AK,234,2198,0.1064604185623294,731545,75.4,66.0,0
2020-07-28,AK,144,6611,0.02178187868703676,731545,75.4,66.0,0
2020-07-29,AK,92,9789,0.009398304219021351,731545,75.4,66.0,0
2020-07-30,AK,117,1393,0.08399138549892317,731545,75.4,66.0,0
2020-07-31,AK,118,8049,0.014660206236799603,731545,75.4,66.0,0
2020-08-01,AK,150,5527,0.027139497014655328,731545,75.4,66.0,0
2020-08-02,AK,157,4457,0.03522548799641013,731545,75.4,66.0,0
2020-08-03,AK,80,2717,0.02944423997055576,731545,75.4,66.0,0
2020-08-04,AK,61,6842,0.008915521777258111,731545,75.4,66.0,0
2020-08-05,AK,58,4630,0.012526997840172787,731545,75.4,66.0,0
2020-08-06,AK,40,4293,0.009317493594223156,731545,75.4,66.0,0
2020-08-07,AK,65,7279,0.008929798049182579,731545,75.4,66.0,0
2020-08-08,AK,85,4742,0.017924926191480388,731545,75.4,66.0,0
2020-08-09,AK,100,4326,0.02311604253351826,731545,75.4,66.0,0
2020-08-10,AK,66,2424,0.027227722772277228,731545,75.4,66.0,0
2020-08-11,AK,50,10401,0.0048072300740313436,731545,75.4,66.0,0
2020-08-12,AK,66,1838,0.035908596300326445,731545,75.4,66.0,0
2020-08-13,AK,95,1471,0.06458191706322229,731545,75.4,66.0,0
2020-08-14,AK,119,1876,0.06343283582089553,731545,75.4,66.0,0
2020-08-15,AK,85,748,0.11363636363636365,731545,75.4,66.0,0
2020-08-16,AK,106,4838,0.021909880115750312,731545,75.4,66.0,0
2020-08-17,AK,50,4133,0.01209774981853375,731545,75.4,66.0,0
2020-08-18,AK,67,4361,0.015363448750286631,731545,75.4,66.0,0
2020-08-19,AK,70,840,0.08333333333333333,731545,75.4,66.0,0
2020-08-20,AK,85,1798,0.047274749721913235,731545,75.4,66.0,0
2020-08-21,AK,71,8888,0.007988298829882988,731545,75.4,66.0,0
2020-08-22,AK,91,4752,0.01914983164983165,731545,75.4,66.0,0
2020-08-23,AK,64,1153,0.055507372072853424,731545,75.4,66.0,0
2020-08-24,AK,70,3063,0.02285341168788769,731545,75.4,66.0,0
2020-08-25,AK,38,3328,0.01141826923076923,731545,75.4,66.0,0
2020-08-26,AK,53,973,0.05447070914696814,731545,75.4,66.0,0
2020-08-27,AK,82,1416,0.05790960451977401,731545,75.4,66.0,0
2020-08-28,AK,122,3318,0.03676913803496082,731545,75.4,66.0,0
2020-08-29,AK,112,6157,0.01819067727789508,731545,75.4,66.0,0
2020-08-30,AK,51,1144,0.044580419580419584,731545,75.4,66.0,0
2020-08-31,AK,39,1791,0.021775544388609715,731545,75.4,66.0,0
2020-09-01,AK,35,25625,0.001365853658536585,731545,75.4,66.0,0
2020-09-02,AK,73,2629,0.02776721186763028,731545,75.4,66.0,0
2020-09-03,AK,106,1052,0.10076045627376426,731545,75.4,66.0,0
2020-09-04,AK,130,4001,0.03249187703074232,731545,75.4,66.0,0
2020-09-05,AK,98,3065,0.031973898858075035,731545,75.4,66.0,0
2020-09-06,AK,89,2055,0.04330900243309002,731545,75.4,66.0,0
2020-09-07,AK,34,1564,0.021739130434782608,731545,75.4,66.0,0
2020-09-08,AK,34,3035,0.011202635914332784,731545,75.4,66.0,0
2020-09-09,AK,66,281,0.23487544483985764,731545,75.4,66.0,0
2020-09-10,AK,125,1140,0.10964912280701754,731545,75.4,66.0,0
2020-09-11,AK,109,1509,0.07223326706428099,731545,75.4,66.0,0
2020-09-12,AK,107,5043,0.021217529248463214,731545,75.4,66.0,0
2020-09-13,AK,62,1584,0.039141414141414144,731545,75.4,66.0,0
2020-09-14,AK,77,2200,0.035,731545,75.4,66.0,0
2020-09-15,AK,43,3711,0.01158717326866074,731545,75.4,66.0,0
2020-09-16,AK,52,1440,0.03611111111111112,731545,75.4,66.0,0
2020-09-17,AK,106,7299,0.014522537333881353,731545,75.4,66.0,0
2020-09-18,AK,116,2430,0.047736625514403296,731545,75.4,66.0,0
2020-09-19,AK,87,4557,0.019091507570770244,731545,75.4,66.0,0
2020-09-20,AK,93,4075,0.02282208588957055,731545,75.4,66.0,0
2020-09-21,AK,71,1720,0.04127906976744186,731545,75.4,66.0,0
2020-09-22,AK,48,2546,0.01885310290652004,731545,75.4,66.0,0
2020-09-23,AK,55,2007,0.027404085700049825,731545,75.4,66.0,0
2020-09-25,AK,261,8134,0.0320875338087042,731545,75.4,66.0,0
2020-09-26,AK,113,1537,0.07351984385165908,731545,75.4,66.0,0
2020-09-28,AK,118,1922,0.061394380853277836,731545,75.4,66.0,0
2020-09-29,AK,125,6265,0.019952114924181964,731545,75.4,66.0,0
2020-09-30,AK,106,6151,0.017232970248740043,731545,75.4,66.0,0
2020-10-01,AK,132,5116,0.02580140734949179,731545,75.4,66.0,0
2020-10-02,AK,128,6967,0.018372326682933832,731545,75.4,66.0,0
2020-10-03,AK,147,3966,0.03706505295007565,731545,75.4,66.0,0
2020-10-04,AK,189,3562,0.05306007860752386,731545,75.4,66.0,0
2020-10-05,AK,211,2556,0.0825508607198748,731545,75.4,66.0,0
2020-10-07,AK,274,10700,0.02560747663551402,731545,75.4,66.0,0
2020-10-08,AK,135,1097,0.12306289881494985,731545,75.4,66.0,0
2020-10-09,AK,180,1899,0.0947867298578199,731545,75.4,66.0,0
2020-10-10,AK,252,6183,0.040756914119359534,731545,75.4,66.0,0
2020-10-11,AK,258,3744,0.06891025641025643,731545,75.4,66.0,0
2020-10-12,AK,198,2930,0.06757679180887373,731545,75.4,66.0,0
2020-10-13,AK,155,8862,0.01749040848566915,731545,75.4,66.0,0
2020-10-14,AK,144,2388,0.06030150753768844,731545,75.4,66.0,0
2020-10-15,AK,165,2284,0.07224168126094571,731545,75.4,66.0,0
2020-10-16,AK,228,3203,0.07118326568841711,731545,75.4,66.0,0
2020-10-17,AK,216,7836,0.027565084226646247,731545,75.4,66.0,0
2020-10-18,AK,224,2211,0.1013116236996834,731545,75.4,66.0,0
2020-10-19,AK,204,3512,0.05808656036446469,731545,75.4,66.0,0
2020-10-20,AK,212,10302,0.0205785284410794,731545,75.4,66.0,0
2020-10-21,AK,212,615,0.34471544715447155,731545,75.4,66.0,0
2020-10-22,AK,233,1569,0.14850223072020394,731545,75.4,66.0,0
2020-10-23,AK,284,4037,0.070349269259351,731545,75.4,66.0,0
2020-10-25,AK,529,7223,0.07323826664820711,731545,75.4,66.0,0
2020-10-26,AK,349,10875,0.032091954022988506,731545,75.4,66.0,0
2020-10-27,AK,385,6585,0.058466211085801065,731545,75.4,66.0,0
2020-10-28,AK,357,3170,0.11261829652996845,731545,75.4,66.0,0
2020-10-29,AK,367,3669,0.10002725538293814,731545,75.4,66.0,0
2020-10-30,AK,386,2055,0.1878345498783455,731545,75.4,66.0,0
2020-10-31,AK,447,17884,0.02499440840975173,731545,75.4,66.0,0
2020-06-01,AL,460,1928,0.2385892116182573,4903185,77.8,59.0,0
2020-06-02,AL,279,567,0.492063492063492,4903185,77.8,59.0,0
2020-06-03,AL,209,7495,0.027885256837891927,4903185,77.8,59.0,0
2020-06-04,AL,221,4002,0.0552223888055972,4903185,77.8,59.0,0
2020-06-05,AL,315,3860,0.08160621761658031,4903185,77.8,59.0,0
2020-06-06,AL,656,6151,0.10664932531295723,4903185,77.8,59.0,0
2020-06-07,AL,457,13922,0.03282574342766844,4903185,77.8,59.0,0
2020-06-09,AL,497,8156,0.060936733692986765,4903185,77.8,59.0,0
2020-06-10,AL,567,5306,0.10686015831134564,4903185,77.8,59.0,0
2020-06-11,AL,856,5761,0.1485853150494706,4903185,77.8,59.0,0
2020-06-12,AL,865,7553,0.1145240301866808,4903185,77.8,59.0,0
2020-06-13,AL,891,6864,0.12980769230769232,4903185,77.8,59.0,0
2020-06-14,AL,1014,4203,0.2412562455389008,4903185,77.8,59.0,0
2020-06-15,AL,657,5219,0.12588618509292968,4903185,77.8,59.0,0
2020-06-16,AL,640,2742,0.2334062727935813,4903185,77.8,59.0,0
2020-06-17,AL,400,5289,0.07562866326337682,4903185,77.8,59.0,0
2020-06-18,AL,894,11799,0.07576913297737096,4903185,77.8,59.0,0
2020-06-19,AL,796,8782,0.09063994534274653,4903185,77.8,59.0,0
2020-06-20,AL,547,8194,0.06675616304613131,4903185,77.8,59.0,0
2020-06-21,AL,472,5155,0.0915615906886518,4903185,77.8,59.0,0
2020-06-22,AL,433,4432,0.0976985559566787,4903185,77.8,59.0,0
2020-06-23,AL,643,4924,0.13058489033306256,4903185,77.8,59.0,0
2020-06-24,AL,967,4708,0.2053950722175021,4903185,77.8,59.0,0
2020-06-25,AL,1142,10686,0.10686880029945724,4903185,77.8,59.0,0
2020-06-26,AL,977,8852,0.11037053773158607,4903185,77.8,59.0,0
2020-06-27,AL,900,6169,0.14589074404279462,4903185,77.8,59.0,0
2020-06-28,AL,358,1777,0.20146314012380406,4903185,77.8,59.0,0
2020-06-29,AL,1734,6997,0.24782049449764185,4903185,77.8,59.0,0
2020-06-30,AL,870,13343,0.06520272802218392,4903185,77.8,59.0,0
2020-07-01,AL,917,7290,0.12578875171467765,4903185,77.8,59.0,0
2020-07-02,AL,1149,5788,0.19851416724257084,4903185,77.8,59.0,0
2020-07-03,AL,1754,10907,0.1608141560465756,4903185,77.8,59.0,0
2020-07-04,AL,997,11457,0.08702103517500218,4903185,77.8,59.0,0
2020-07-05,AL,1091,7798,0.13990766863298282,4903185,77.8,59.0,0
2020-07-06,AL,925,5209,0.17757727010942606,4903185,77.8,59.0,0
2020-07-07,AL,907,6250,0.14512,4903185,77.8,59.0,0
2020-07-08,AL,1177,6912,0.17028356481481485,4903185,77.8,59.0,0
2020-07-10,AL,1334,23846,0.05594229640191227,4903185,77.8,59.0,0
2020-07-11,AL,1439,9767,0.14733285553394082,4903185,77.8,59.0,0
2020-07-12,AL,1640,9460,0.1733615221987315,4903185,77.8,59.0,0
2020-07-13,AL,1958,8000,0.24475,4903185,77.8,59.0,0
2020-07-14,AL,1710,9448,0.18099068585944114,4903185,77.8,59.0,0
2020-07-15,AL,1812,11932,0.15186054307743882,4903185,77.8,59.0,0
2020-07-16,AL,2021,9972,0.20266746891295628,4903185,77.8,59.0,1
2020-07-17,AL,2003,11956,0.16753094680495148,4903185,77.8,59.0,1
2020-07-18,AL,2143,11306,0.18954537413762604,4903185,77.8,59.0,1
2020-07-19,AL,1777,10946,0.16234240818563858,4903185,77.8,59.0,1
2020-07-20,AL,1880,8221,0.2286826420143535,4903185,77.8,59.0,1
2020-07-21,AL,1467,6490,0.226040061633282,4903185,77.8,59.0,1
2020-07-22,AL,1455,8990,0.1618464961067853,4903185,77.8,59.0,1
2020-07-23,AL,2399,9923,0.2417615640431321,4903185,77.8,59.0,1
2020-07-24,AL,1793,9333,0.192114004071574,4903185,77.8,59.0,1
2020-07-25,AL,2125,12451,0.1706690225684684,4903185,77.8,59.0,1
2020-07-26,AL,1164,7948,0.14645193759436334,4903185,77.8,59.0,1
2020-07-27,AL,1821,8230,0.2212636695018226,4903185,77.8,59.0,1
2020-07-28,AL,1251,7369,0.16976523273171393,4903185,77.8,59.0,1
2020-07-29,AL,1416,2723,0.5200146896804995,4903185,77.8,59.0,1
2020-07-30,AL,1980,11776,0.16813858695652173,4903185,77.8,59.0,1
2020-07-31,AL,1961,9181,0.21359329049123188,4903185,77.8,59.0,1
2020-08-01,AL,1626,7780,0.20899742930591256,4903185,77.8,59.0,1
2020-08-02,AL,2095,8635,0.2426172553561089,4903185,77.8,59.0,1
2020-08-03,AL,1217,7880,0.15444162436548226,4903185,77.8,59.0,1
2020-08-04,AL,1041,8172,0.12738619676945667,4903185,77.8,59.0,1
2020-08-05,AL,952,5093,0.186923227959945,4903185,77.8,59.0,1
2020-08-06,AL,1938,12012,0.16133866133866134,4903185,77.8,59.0,1
2020-08-07,AL,1709,9348,0.1828198545143346,4903185,77.8,59.0,1
2020-08-09,AL,2947,12910,0.22827265685515105,4903185,77.8,59.0,1
2020-08-10,AL,1686,18085,0.09322643074371026,4903185,77.8,59.0,1
2020-08-11,AL,831,2827,0.29395118500176864,4903185,77.8,59.0,1
2020-08-12,AL,935,12022,0.07777408085177175,4903185,77.8,59.0,1
2020-08-13,AL,771,6715,0.11481757259865973,4903185,77.8,59.0,1
2020-08-14,AL,752,22370,0.033616450603486815,4903185,77.8,59.0,1
2020-08-15,AL,1271,11923,0.10660068774637256,4903185,77.8,59.0,1
2020-08-16,AL,853,9276,0.09195774040534713,4903185,77.8,59.0,1
2020-08-17,AL,571,6444,0.08860955927995035,4903185,77.8,59.0,1
2020-08-18,AL,1357,15199,0.08928218961773801,4903185,77.8,59.0,1
2020-08-19,AL,1117,16939,0.06594249955723479,4903185,77.8,59.0,1
2020-08-20,AL,971,11161,0.08699937281605591,4903185,77.8,59.0,1
2020-08-22,AL,1762,19503,0.09034507511664873,4903185,77.8,59.0,1
2020-08-23,AL,528,5387,0.0980137367737145,4903185,77.8,59.0,1
2020-08-25,AL,532,4625,0.11502702702702702,4903185,77.8,59.0,1
2020-08-26,AL,2012,15568,0.12923946557040086,4903185,77.8,59.0,1
2020-08-27,AL,1769,12023,0.1471346585710721,4903185,77.8,59.0,1
2020-08-28,AL,1162,7821,0.14857435110599668,4903185,77.8,59.0,1
2020-08-29,AL,1704,10812,0.15760266370699222,4903185,77.8,59.0,1
2020-08-30,AL,1346,5070,0.2654832347140039,4903185,77.8,59.0,1
2020-08-31,AL,823,4098,0.20082967301122487,4903185,77.8,59.0,1
2020-09-02,AL,623,4776,0.13044388609715246,4903185,77.8,59.0,1
2020-09-03,AL,1046,1076,0.9721189591078068,4903185,77.8,59.0,1
2020-09-04,AL,1108,4019,0.2756904702662354,4903185,77.8,59.0,1
2020-09-05,AL,1410,7188,0.19616026711185308,4903185,77.8,59.0,1
2020-09-06,AL,511,6312,0.08095690747782003,4903185,77.8,59.0,1
2020-09-07,AL,659,3687,0.17873609981014374,4903185,77.8,59.0,1
2020-09-08,AL,633,4172,0.15172579098753594,4903185,77.8,59.0,1
2020-09-09,AL,811,5894,0.13759755683746186,4903185,77.8,59.0,1
2020-09-10,AL,1148,6878,0.16690898517010758,4903185,77.8,59.0,1
2020-09-11,AL,1138,4876,0.23338802296964725,4903185,77.8,59.0,1
2020-09-12,AL,943,5230,0.1803059273422562,4903185,77.8,59.0,1
2020-09-13,AL,1109,6681,0.16599311480317314,4903185,77.8,59.0,1
2020-09-14,AL,704,4164,0.1690682036503362,4903185,77.8,59.0,1
2020-09-15,AL,701,5232,0.13398318042813456,4903185,77.8,59.0,1
2020-09-16,AL,927,7584,0.12223101265822785,4903185,77.8,59.0,1
2020-09-17,AL,670,4046,0.16559565002471574,4903185,77.8,59.0,1
2020-09-18,AL,1106,7757,0.14258089467577673,4903185,77.8,59.0,1
2020-09-19,AL,1301,9412,0.13822779430514234,4903185,77.8,59.0,1
2020-09-20,AL,798,5595,0.14262734584450398,4903185,77.8,59.0,1
2020-09-21,AL,818,5500,0.14872727272727276,4903185,77.8,59.0,1
2020-09-22,AL,804,6036,0.13320079522862824,4903185,77.8,59.0,1
2020-09-23,AL,569,5350,0.10635514018691587,4903185,77.8,59.0,1
2020-09-24,AL,1053,7277,0.14470248728871787,4903185,77.8,59.0,1
2020-09-25,AL,2452,19415,0.1262941024980685,4903185,77.8,59.0,1
2020-09-26,AL,933,7337,0.1271636908818318,4903185,77.8,59.0,1
2020-09-27,AL,730,6307,0.11574441097193595,4903185,77.8,59.0,1
2020-09-28,AL,662,5107,0.12962600352457412,4903185,77.8,59.0,1
2020-09-29,AL,571,3366,0.16963755199049316,4903185,77.8,59.0,1
2020-09-30,AL,1147,12327,0.09304778129309646,4903185,77.8,59.0,1
2020-10-01,AL,1043,6693,0.15583445390706707,4903185,77.8,59.0,1
2020-10-02,AL,954,6869,0.1388848449555976,4903185,77.8,59.0,1
2020-10-03,AL,1682,10444,0.16104940635771736,4903185,77.8,59.0,1
2020-10-04,AL,789,6473,0.1218909315618724,4903185,77.8,59.0,1
2020-10-05,AL,544,4995,0.1089089089089089,4903185,77.8,59.0,1
2020-10-06,AL,764,5334,0.1432320959880015,4903185,77.8,59.0,1
2020-10-07,AL,941,7971,0.11805294191443985,4903185,77.8,59.0,1
2020-10-08,AL,557,3892,0.14311408016443988,4903185,77.8,59.0,1
2020-10-09,AL,1490,11742,0.12689490717083973,4903185,77.8,59.0,1
2020-10-10,AL,1061,7868,0.13485002541942046,4903185,77.8,59.0,1
2020-10-11,AL,816,5687,0.14348514155090558,4903185,77.8,59.0,1
2020-10-12,AL,734,4603,0.15946122094286336,4903185,77.8,59.0,1
2020-10-13,AL,1117,6597,0.16931938760042445,4903185,77.8,59.0,1
2020-10-14,AL,784,5014,0.1563621858795373,4903185,77.8,59.0,1
2020-10-15,AL,1185,7853,0.15089774608429898,4903185,77.8,59.0,1
2020-10-16,AL,1212,7108,0.17051209904333145,4903185,77.8,59.0,1
2020-10-17,AL,1288,7613,0.1691842900302115,4903185,77.8,59.0,1
2020-10-18,AL,964,5101,0.1889825524406979,4903185,77.8,59.0,1
2020-10-19,AL,859,6204,0.13845905867182462,4903185,77.8,59.0,1
2020-10-20,AL,1043,5475,0.1905022831050228,4903185,77.8,59.0,1
2020-10-21,AL,0,7948,0.0,4903185,77.8,59.0,1
2020-10-22,AL,2536,7172,0.3535973229224763,4903185,77.8,59.0,1
2020-10-23,AL,3852,9078,0.4243225380039656,4903185,77.8,59.0,1
2020-10-24,AL,2360,6095,0.3872026251025431,4903185,77.8,59.0,1
2020-10-25,AL,1079,6798,0.15872315386878494,4903185,77.8,59.0,1
2020-10-26,AL,967,5028,0.1923229912490056,4903185,77.8,59.0,1
2020-10-27,AL,1115,5193,0.2147121124590796,4903185,77.8,59.0,1
2020-10-28,AL,1269,7419,0.17104731095835018,4903185,77.8,59.0,1
2020-10-29,AL,1443,7129,0.20241268060036471,4903185,77.8,59.0,1
2020-10-30,AL,1347,8254,0.16319360310152653,4903185,77.8,59.0,1
2020-10-31,AL,1789,10564,0.16934873154108293,4903185,77.8,59.0,1
2020-11-01,AL,1700,6327,0.2686897423739529,4903185,77.8,59.0,1
2020-06-01,AR,190,3721,0.05106154259607632,3017804,76.8,56.2,0
2020-06-03,AR,624,9244,0.06750324534833406,3017804,76.8,56.2,0
2020-06-04,AR,0,4905,0.0,3017804,76.8,56.2,0
2020-06-05,AR,584,3590,0.1626740947075209,3017804,76.8,56.2,0
2020-06-06,AR,450,5782,0.07782774126599792,3017804,76.8,56.2,0
2020-06-07,AR,325,3516,0.09243458475540386,3017804,76.8,56.2,0
2020-06-09,AR,340,10247,0.03318044305650434,3017804,76.8,56.2,0
2020-06-10,AR,288,5697,0.05055292259083728,3017804,76.8,56.2,0
2020-06-12,AR,731,6428,0.11372121966397013,3017804,76.8,56.2,0
2020-06-13,AR,0,4372,0.0,3017804,76.8,56.2,0
2020-06-14,AR,954,9972,0.09566787003610107,3017804,76.8,56.2,0
2020-06-15,AR,416,7063,0.05889848506300439,3017804,76.8,56.2,0
2020-06-16,AR,274,1240,0.22096774193548388,3017804,76.8,56.2,0
2020-06-17,AR,415,15407,0.026935808398779768,3017804,76.8,56.2,0
2020-06-18,AR,322,7735,0.0416289592760181,3017804,76.8,56.2,0
2020-06-19,AR,703,6338,0.11091827074787,3017804,76.8,56.2,0
2020-06-20,AR,511,7462,0.06848030018761726,3017804,76.8,56.2,0
2020-06-22,AR,941,14105,0.06671393123006028,3017804,76.8,56.2,0
2020-06-23,AR,595,8153,0.07297927143382804,3017804,76.8,56.2,0
2020-06-24,AR,697,7374,0.09452129102251153,3017804,76.8,56.2,0
2020-06-25,AR,687,5514,0.12459194776931448,3017804,76.8,56.2,0
2020-06-27,AR,678,6585,0.1029612756264237,3017804,76.8,56.2,0
2020-06-28,AR,570,7257,0.07854485324514263,3017804,76.8,56.2,0
2020-06-29,AR,947,11314,0.08370160862648046,3017804,76.8,56.2,0
2020-06-30,AR,520,8667,0.05999769239644629,3017804,76.8,56.2,0
2020-07-01,AR,420,3655,0.11491108071135432,3017804,76.8,56.2,0
2020-07-02,AR,878,9129,0.09617701829335086,3017804,76.8,56.2,0
2020-07-03,AR,547,7250,0.07544827586206898,3017804,76.8,56.2,0
2020-07-04,AR,587,7656,0.07667189132706374,3017804,76.8,56.2,0
2020-07-06,AR,1044,5636,0.18523775727466288,3017804,76.8,56.2,0
2020-07-07,AR,259,5867,0.044145219021646497,3017804,76.8,56.2,0
2020-07-08,AR,0,2876,0.0,3017804,76.8,56.2,0
2020-07-09,AR,1540,11389,0.1352181929932391,3017804,76.8,56.2,0
2020-07-11,AR,0,4988,0.0,3017804,76.8,56.2,0
2020-07-12,AR,1564,12753,0.1226378107112052,3017804,76.8,56.2,0
2020-07-14,AR,794,7103,0.11178375334365764,3017804,76.8,56.2,0
2020-07-15,AR,564,5707,0.09882600315402136,3017804,76.8,56.2,0
2020-07-16,AR,817,4932,0.1656528791565288,3017804,76.8,56.2,0
2020-07-17,AR,648,6705,0.09664429530201342,3017804,76.8,56.2,0
2020-07-18,AR,0,6156,0.0,3017804,76.8,56.2,0
2020-07-19,AR,771,6166,0.12504054492377553,3017804,76.8,56.2,0
2020-07-20,AR,1394,13645,0.10216196408941004,3017804,76.8,56.2,1
2020-07-21,AR,728,6819,0.10676052207068486,3017804,76.8,56.2,1
2020-07-23,AR,1013,5832,0.17369684499314128,3017804,76.8,56.2,1
2020-07-24,AR,990,15997,0.06188660373820092,3017804,76.8,56.2,1
2020-07-26,AR,1374,15803,0.08694551667404922,3017804,76.8,56.2,1
2020-07-27,AR,824,7624,0.1080797481636936,3017804,76.8,56.2,1
2020-07-28,AR,734,5015,0.14636091724825526,3017804,76.8,56.2,1
2020-07-29,AR,787,5699,0.13809440252675909,3017804,76.8,56.2,1
2020-07-30,AR,791,7112,0.11122047244094488,3017804,76.8,56.2,1
2020-08-01,AR,662,11864,0.055799055967633175,3017804,76.8,56.2,1
2020-08-03,AR,1424,12819,0.11108510804274904,3017804,76.8,56.2,1
2020-08-04,AR,784,6499,0.12063394368364365,3017804,76.8,56.2,1
2020-08-06,AR,735,5202,0.14129181084198386,3017804,76.8,56.2,1
2020-08-07,AR,1011,12422,0.0813878602479472,3017804,76.8,56.2,1
2020-08-09,AR,1344,12308,0.1091972700682483,3017804,76.8,56.2,1
2020-08-10,AR,645,5489,0.11750774275824374,3017804,76.8,56.2,1
2020-08-11,AR,383,3548,0.10794813979706876,3017804,76.8,56.2,1
2020-08-13,AR,652,10612,0.06143987938183189,3017804,76.8,56.2,1
2020-08-14,AR,626,5180,0.12084942084942085,3017804,76.8,56.2,1
2020-08-16,AR,673,33390,0.020155735250074868,3017804,76.8,56.2,1
2020-08-18,AR,410,10602,0.03867194868892662,3017804,76.8,56.2,1
2020-08-19,AR,729,8628,0.0844923504867872,3017804,76.8,56.2,1
2020-08-20,AR,549,7229,0.07594411398533682,3017804,76.8,56.2,1
2020-08-21,AR,887,10082,0.08797857567942867,3017804,76.8,56.2,1
2020-08-23,AR,375,12235,0.03064977523498161,3017804,76.8,56.2,1
2020-08-24,AR,320,2878,0.11118832522585127,3017804,76.8,56.2,1
2020-08-26,AR,649,9569,0.06782317901557111,3017804,76.8,56.2,1
2020-08-27,AR,722,6755,0.1068837897853442,3017804,76.8,56.2,1
2020-08-28,AR,838,8027,0.10439765790457207,3017804,76.8,56.2,1
2020-08-29,AR,795,8915,0.0891755468311834,3017804,76.8,56.2,1
2020-08-30,AR,478,5717,0.08361028511457058,3017804,76.8,56.2,1
2020-08-31,AR,368,14348,0.02564817396152774,3017804,76.8,56.2,1
2020-09-01,AR,273,3990,0.06842105263157895,3017804,76.8,56.2,1
2020-09-02,AR,615,6424,0.09573474470734744,3017804,76.8,56.2,1
